,news_id,general_category,title,abstract
135,N14746,baseball,Giants manager Gabe Kapler welcomed to SF with a grilling about his past,"The Gabe Kapler era opened in unusual fashion Wednesday at Oracle Park, less a celebration of a managerial hire by the Giants than a grilling. The majority of questions for Kapler, 44, and president of baseball operations Farhan Zaidi revolved around how Kapler handled allegations of assault by Dodgers minor-leaguers when he was in charge of the club's farm system in 2015. Zaidi   who was the Dodgers' general manager at the time   emphasized..."
136,N39564,basketball,D'Angelo Russell: Minnesota weather played major role in turning down Wolves,"D'Angelo Russell seemed likely to join the Minnesota Timberwolves at one point this summer, but now he is revealing why he got cold feet … literally."
137,N29136,football,"Ohio State-Wisconsin: 2 key Buckeyes back, 2 others game-time decisions",Austin Mack and Jonathon Cooper could miss big game
138,N49639,football,'We all had a good chuckle': Cowboys' 70-year-old defensive coordinator got his message across vs. Eagles,"Cowboys defensive coordinator, 70, told his defense to 'blitz with some swagger' in a meeting, and the Cowboys delivered Sunday night against Eagles."
139,N11661,football,Panthers rise to No. 11 in Week 7 power rankings,Panthers rise to No. 11 in Week 7 power rankings
140,N30898,football,"Iowa State Football: Matt Campbell cliff notes, Nov. 12","Iowa State rallied from a three-touchdown deficit at Oklahoma last weekend and had a chance to win on a 2-point conversion, only to fall short. Two-straight losses are sores on the Cyclones' schedule, but another opportunity to swing the pendulum back is up next. Texas is coming to Ames in November for the first time this weekend (2:30 p.m./FS1), and is in a somewhat precarious spot, too. The ..."
141,N53983,football,"Minnesota Vikings News and Links: November 14th, 2019",Thorsday Open Thread
142,N16206,football,"Panthers run defense a concern, allowing 10 TDs in 3 games","CHARLOTTE, N.C. (AP)   Panthers coach Ron Rivera is growing increasingly concerned with his team's struggles against the run   and with good reason. The Green Bay Packers ran for 163 yards and Aaron Jones scored three times on the ground in a 24-16 win over Carolina on Sunday, continuing an ugly trend for the Panthers run defense. Over the past three games, Carolina (5-4) has allowed its opponents to amass 516 yards on the ground and 10..."
143,N27594,football,Minnesota trolls Penn State by playing 'Lion Sleeps Tonight' after upset win,No. 17 Minnesota shocked the college football world by beating No. 4 Penn State.
144,N17344,misc,"Analysis: In prove-it test vs. undefeated 49ers, Panthers flunk in every way possible",No abstract available
145,N26567,football,Officials fail to notice Notre Dame's Kelly on field during game-deciding onside kick,No abstract available
146,N25059,football,NFL world reacts to Bears missing game-winning field goal,"Just weeks after Chicago thought its kicking woes were solved after Eddy Pineiro drilled a game-winning field goal against the Denver Broncos, reality came crashing in on Sunday."
147,N37409,fighting,Defining Fights: Bellator 231 headliner Frank Mir,We take a look back at seven fights that helped define the roller coaster career of former UFC heavyweight champion Frank Mir.
148,N38226,football,"Chiefs' report card vs. the Vikings: Finally, some passing marks for a home victory","KC Star of the Game Chiefs receiver Tyreek Hill came up with a couple of fantastic grabs, but his most athletic play may have been his escort of Damien Williams on the latter's team-record-tying 91-yard touchdown run. Hill had five receptions for 127 yards and a 40-yard touchdown. He also came up with a 41-yard reception in the fourth quarter on the drive that resulted in the Chiefs' ..."
149,N37285,football,The Big Takeaway: The Broncos offense is feckless,With a chance to make a big statement the Joe Flacco and the offense couldn't take advantage of a bad Chiefs defense.
150,N46896,basketball,Rockets' Westbrook hurts shooting hand again,New Rockets star Russell Westbrook left a preseason game Friday with a hand injury.
151,N5269,tennis,Serena Williams said Meghan Markle once secretly traveled to New York for one night with newborn Archie to watch her play in the US Open,"Williams told Access Hollywood that Markle's surprise visit in September demonstrated that Markle is an ""amazing"" friend."
152,N26496,football,UCLA Football: Arizona State's Shaky Quarterback Play May Benefit the Bruins,The Sun Devils will bring a very green freshman quarterback to town coming off a disappointing loss.
153,N57266,football,'Free Chase Young': Criticism of the NCAA trends on social media after Ohio State star's suspension,Social media was quick to call out the NCAA after it was announced Chase Young is facing an indefinite suspension at Ohio State.
154,N62352,football,UW's Kendric Pryor agonizes over an incompletion and a touchdown that wasn't,UW wide receiver Kendric Pryor came within inches of turning a short pass into a 38-yard touchdown against Illinois.
155,N105,baseball,MLB offseason begins: 131 players become free agents,"With the World Series over, free agent season has officially began."
156,N39296,baseball,Angels Close to Signing Joe Maddon as New Manager,"After a disappointing season, the Angels had seen enough, and fired Brad Ausmus from his managerial position with the franchise. They missed the playoffs again despite boasting one of the best individual players in baseball with Mike Trout, and aimed to find a new manager who would bring them back to postseason baseball. A lot of names were thrown around, but it seems the most obvious choice will soon come to fruition. Jon Heyman reports Los..."
157,N37060,football,LSU facing rival Crimson Tide in highly anticipated matchup,"The LSU Tigers are on top of the AP rankings going into one of the most anticipated matchups of the season against the No. 2 Alabama Crimson Tide. Both teams enter Saturday's showdown 8-0. Sign up for our Newsletters The Tigers are facing the Crimson Tide in Tuscaloosa Saturday at 2:30 p.m. LSU quarterback Joe Burrow comes in as one of the top quarterbacks in the country with 2,805 passing yards, 30 touchdowns and four interceptions. Alabama..."
158,N47244,baseball,"Astros insider: The spark plug, José Altuve","WASHINGTON   Nowhere to throw to. Nowhere to hide. Astros second baseman José Altuve is the batter that Nationals pitchers wish they could run from, knowing the heartbreak to come. Every time Altuve swung on Friday night, he did not miss. He drove the ball in each of his five at-bats. He sent four scorching line drives and a deep scare through Nationals Park in Game 3 of the World Series. Altuve accounted for half the runs scored in Houston's..."
159,N35433,football,Tom Brady and his son waited for Odell Beckham Jr. after Patriots-Browns game,"While Patriots quarterback Tom Brady waited outside the visitors' locker room for Cleveland Browns wide receiver Odell Beckham Jr. Sunday evening, there was another person right by his side: his nine-year-old son Ben. Brady and Ben stayed for a lengthy chat with Beckham Jr., well after both locker rooms had cleared out following New England's […]"
160,N62896,misc,Satellite High boys win 2A state cross country,Satellite High won the boys team title and Scorps junior Gabe Montague the individual on Saturday at 2A cross country.
161,N16635,hockey,Aho scores 2 to lead Hurricanes past Senators 8-2,"Sebastian Aho scored twice, Joel Edmundson had a goal and two assists, and the Carolina Hurricanes beat the Ottawa Senators 8-2 to snap a four-game losing streak Monday night. Warren Foegele, Ryan Dzingel and Martin Necsas each had a goal and an assist, and Haydn Fleury and Dougie Hamilton also scored to help the Hurricanes win for only the second time this month (2-4-0) after matching a franchise record with eight wins in..."
162,N29424,basketball,"Magic Johnson: If Pelicans were willing to trade Anthony Davis at deadline, I'd still be running Lakers","Magic Johnson also said, if he remained in charge, the Lakers would've had a better chance of signing Kawhi Leonard."
163,N43279,football,Khalil Mack accuses Jason Kelce of baiting Bears into penalties,"The Chicago Bears took four defensive pre-snap penalties in the first half against the Philadelphia Eagles on Sunday, and they believe they were illegally baited into it."
164,N16642,football,Jim Harbaugh gets crushed for baffling 58-yard field goal attempt,"Harbaugh will need a big second-half rally to avoid dropping to 0-8 as an underdog with the Wolverines. It's pretty clear that his job is safe, but decisions such as this aren't going to help his standing among fans."
165,N63867,basketball,Injured Wall will be assistant coach for Wizards this season,"Or is it ""Assistant to the Coach""?"
166,N9214,football,Browns reportedly sign JC Tretter to a 3-year extension,Veteran center has been a key member and one of the few bright spots on the offensive line.
167,N6879,racing,Race Rewind: Phoenix heats up and Denny delivers,Relive Denny Hamlin's incredible day at ISM Raceway in this week's Monster Energy NASCAR Cup Series Race Rewind.
168,N5067,football,"Like all good things, Mitch Schwartz's snap streak has ended",What was the longest active consecutive snaps played streak came to an end on Sunday.
169,N46719,basketball,Celtics Notes: Jayson Tatum Returns To Form With Big Night Vs. Wizards,https://www.dailymotion.com/embed/video/x nww f BOSTON -- Jayson Tatum quickly put his dismal -for- Monday night behind him by responding with a big game Wednesday. The Celtics forward dropped points in Boston's - win
170,N7376,baseball,AP source: Phillies agree to hire Joe Girardi as manager,A person familiar with the deal says the Philadelphia Phillies have agreed to hire former Yankees manager Joe Girardi to replace Gabe Kapler.
171,N62702,football,"FINAL: Broncos 16, Titans 0 - Denver defense comes up big in home shutout",The Denver Broncos notch their second win in a row as they knock off the Titans at home.
172,N19720,misc,"Man accused of dragging motorcyclist down road with truck in Rock Hill, then leaving scene",No abstract available
173,N33402,football,Go Behind Scenes Of Patriots-Giants In This 'Sights And Sounds' Video,If you're a Patriots fan few things are more enjoyable than mic'd-up videos of the defending Super Bowl champions. Thankfully the Patriots release such videos every time they win --
174,N2074,baseball,Francisco Lindor dead silent when asked if he plans on returning to Cleveland Indians next season,No abstract available
175,N51644,football,Super Bowl committee picks Melreese for golf tourney as MLS stadium plan moves slowly,"The host committee for Super Bowl 54 has selected the site for a charity golf tournament and dinner that could host luminaries and NFL alums: Melreese golf course, the city of Miami's only golf course and proposed location for a massive commercial center and soccer stadium. Melreese golf course will host a tournament Jan. 16 to benefit The First Tee Miami, a youth golf program, and ..."
176,N7474,baseball,Labor unrest again lurks just below the surface as baseball's Hot Stove heats up,"Many of the same forces that made last winter's market so frustrating and polarizing are back a year later. And if anything, things are even worse this winter."
177,N50427,football,"After Thursday morning rant, Antonio Brown backtracks on comments","Brown took to social media Thursday morning with an expletive-laden rant calling out the NFL. In an attempt at damage control later in the day, Brown clarified his stance."
178,N63139,misc,One dead in East Charlotte house fire,No abstract available
179,N38577,football,Earl Thomas downplaying return to Seattle: 'Business as usual',"The nine years Earl Thomas spent as a member of the Seattle Seahawks came to an unceremonious end early on during the 2018 season, but the three-time First-Team All-Pro safety is downplaying his return to CenturyLink Field Sunday as a member of the Baltimore Ravens."
180,N56581,football,'He gonna play his a-- off': What the Seahawks are getting in safety Quandre Diggs,"RENTON   Everything you need to know about safety Quandre Diggs, who the Seahawks acquired Tuesday from the Lions, came through in the strong reactions on Twitter out of Detroit: ""This some bull s--- right here,"" Lions corner Darius Slay wrote. ""Imma miss the hell out of you,"" running back Kerryon Johnson said. ""Wowwwwwwwww no way,"" defensive tackle Damon 'Snacks' Harrison tweeted. ""Nooooooooooooooooo,"" cornerback Jamal Agnew wrote. Diggs was..."
181,N29302,misc,Preview: Washington faces the Boston Celtics on the road,"Wizards face the NBA-best Celtics in hopes of putting a loss in the home wins column. And keep an eye out for that visual ""50"" from Isaiah Thomas."
182,N1117,basketball,High school football: First-round playoff pairings,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...
183,N22835,football,"Despite rumors, Steelers release statement on Mason Rudolph still in the concussion protocol","The Pittsburgh Steelers quarterback remains in the NFL's concussion protocol, despite recent rumors."
184,N20730,football,Panthers don't want to allow big loss to snowball vs. Titans,"CHARLOTTE, N.C. (AP)   The Carolina Panthers are determined to not allow another lopsided midseason loss to send their season spiraling. The Panthers (4-3) enter Sunday's game against the Tennessee Titans coming off a brutal 51-13 loss last Sunday at San Francisco, a game that Carolina players said going in would be a good measuring stick for them. The loss was reminiscent of Carolina's 52-21 loss to the Pittsburgh Steelers last season that was..."
185,N35826,hockey,NHL on NBCSN: Can Global Series trip get Bolts turned around?,Coverage begins at 2 p.m. ET on NBCSN and the NBC Sports app.
186,N7495,baseball,ESPN analyst Eduardo Perez to interview for Mets manager job,Perez managed in the Puerto Rican league and served on MLB staffs with the Miami Marlins and Houston Astros.
187,N35688,football,Andy Reid has no regrets for calling quarterback sneak,"Chiefs quarterback Patrick Mahomes had his kneecap dislocated on Thursday night while executing a quarterback sneak. After the game, coach Andy Reid was asked whether he regrets the decision to send the best quarterback in the NFL into the middle of the line. ""No,"" Reid told reporters, after confirming that the sneak was called and [more]"
188,N42659,football,Connor Williams to have knee surgery; Su'a-Filo to start in absence,"The Cowboys let yet another game get away from them Sunday night, suffering a bitter defeat at the hands of the Minnesota Vikings. They lost yet another winnable game to an NFC opponent. While Dak Prescott and the Cowboys passing game shredded the Vikings' defense, the running game was abysmal, tallying only 50 yards on 22 attempts. To make matters even worse for the rushing attack, starting left guard Connor Willams will be out for some time as..."
189,N50212,basketball,"For Spurs' DeMar DeRozan, three's a conundrum","The Earth did not shudder off its axis Friday night. A shaft of holy light did not come pouring into the AT&T Center to blind onlookers like Saul on the road to Damascus. A choir of angels did not pipe up from the rafters to sing hosannas to the miracle they had just witnessed. To those who have been paying attention, however, a monumental moment occurred with 5:57 remaining in the first quarter of 104-91 preseason victory over Memphis. DeMar..."
190,N61418,basketball,Mark Jackson is name to watch in potential Knicks head coach search,"The New York Knicks may be headed for another head coaching search in the weeks and months to come, and there may already be a potential favorite to get the job when that search happens."
191,N33650,basketball,Michael Carter-Williams to sit out 2nd game in row as Magic host Nuggets,"While center Mo Bamba, as expected, will return to the Orlando Magic for their game Saturday night against the Denver Nuggets at Amway Center, guard Michael Carter-Williams will miss his second consecutive game, Magic coach Steve Clifford said. Carter-Williams, 28, sustained a left-hip contusion Wednesday night during the Magic's 95-83 victory against the New York Knicks and sat out a 123-91 loss to the Milwaukee Bucks on Friday night...."
192,N51856,football,Why NFL Writer Is Looking At Patriots To Make Big Move By Trade Deadline,The New England Patriots are good but are they good enough It's tough to gauge the Patriots at this point in the season as New England really hasn't been battle-tested
193,N13200,baseball,Cardinals had already given up before Game 4 was over,"Even though the Cardinals made it somewhat of a game with four combined runs in the fourth and fifth while loading the bases in the eighth, it clearly looked as if some within the organization were ready to give up."
194,N62874,football,"Jeremy Sprinkle fined the equivalent of two game checks, will be reduced","The bad news for Washington tight end Jeremy Sprinkle is that he was fined $84,231 for penalties in last week's game. The really bad news for Sprinkle is that his salary of $735,000 works out to about $43,235 per game. That means his fine is the equivalent of about two game checks. If he had [more]"
195,N34932,football,Brevard fall signing period opens around county,"Wednesday featured college sports letter-of-intent signings by Brevard high school seniors at Eau Gallie, Heritage, Holy Trinity, Titusville, Viera."
196,N30960,tennis,"Serena Williams Opens Up About Her ""Amazing"" Friend Meghan Markle",Williams and Markle have a truly special friendship.
197,N42091,misc,What the country is saying about No. 7 Maryland men's basketball,"With high expectations and a top-10 ranking, a lot is being said about the 2019-20 Terps."
198,N33712,football,"Dolphins expect reinforcements from PUP list and injured reserve, but which players?","The Miami Dolphins have reinforcements coming in the next few weeks. Four players are eligible to come off injured reserve or the team's physically unable to perform list this month if the Dolphins decide to activate them, adding a few veterans to the 53-man roster. Cornerback Cordrea Tankersley, who started 11 games the past two seasons, is working his way back from a torn anterior cruciate ..."
199,N38230,misc,"Chiefs Tuesday injury report: Sammy Watkins remains ""limited""",It's unclear whether the wide receiver will play on Thursday Night Football.
200,N49075,misc,Tennessee police: Man shot black bear on 2nd floor of motel,"GATLINBURG, Tenn. (AP)   Police in Tennessee have charged a man they say shot a black bear on the second floor of a motel. News outlets report Gatlinburg Police say 53-year-old Gregory Sapp has been charged with illegal discharge of a weapon and reckless endangerment. Tennessee Wildlife Resources Agency spokesman Matthew Cameron told the Knoxville News Sentinel that Sapp encountered the bear on a motel breezeway Thursday night. Cameron says Sapp..."
201,N60496,football,"Lamar Jackson outshines Russell Wilson, makes case for MVP race in dominant outing",No abstract available
202,N11909,football,Report: Colts to work out kickers amid Adam Vinatieri's struggles,No abstract available
203,N45481,football,Starting Ryan Tannehill over Marcus Mariota is the right move for the Titans,It's likely the end of the Marcus Mariota era for the Tennessee Titans.
204,N46245,basketball,"Rockets fan who allegedly assaulted Joe Boylan banned from all NBA, WNBA and G League events",The Houston Rockets fan who allegedly assaulted New Orleans Pelicans assistant coach Joe Boylan won't be attending any basketball games any time soon. Manuel Garcia   who is accused of punching Boylan in the face following an Oct. 26 game   had his ban extended in a big way Sunday.
205,N48571,misc,Pistons have a chance to pass a huge test when the Brooklyn Nets visit Little Caesars Arena,Kyrie Irving grabs headlines but the Pistons will be looking to grab a W
206,N11486,football,"Michigan State melts down, fans scream and Mark Dantonio's job is ... ?",Michigan State collapses in unbelievable meltdown as Illinois' football team clinches bowl game and fans react in disbelief.
207,N4837,baseball,Astros bounce back to take Game 3 vs. Nationals,"Jose Altuve doubled twice and scored both times, Zack Greinke repeatedly worked out of trouble, and the Houston Astros showed they were not going to go quietly, beating the Nationals 4-1 to cut their deficit to 2-1 in the best-of-seven Fall Classic."
208,N63989,basketball,"Yes, even the Warriors get San Francisco sticker shock: 'It doesn't feel real'","Warriors guard Jacob Evans' welcome-to-San Francisco moment came in late August. While calculating his expenses, he realized that, between utilities and rent, he will spend about $7,900 each month on housing. That might not seem steep for someone set to earn $1.9 million this season, but Evans grew up in a three-bedroom, two-bathroom house in Baton Rouge, La., that cost $575 a month. ""You hear about the crazy prices out here,"" said Evans, who..."
209,N45581,football,49ers kicker Robbie Gould has quad injury; McLaughlin joining team,"Struggling 49ers kicker Robbie Gould is now hurting. Gould has sustained a strained quadriceps and the 49ers are adding kicker Chase McLaughlin in advance of their meeting against the Seahawks on Monday night, a league source confirmed. Gould was present at practice Tuesday and was presumably injured during that session. It's not known who the 49ers will cut to make room for McLaughlin on the roster. McLaughlin, 23, an undrafted rookie from..."
210,N61649,baseball,Report: Ump Joe West Sues Ex-Met Paul Lo Duca Over Bribery Claims,"It turns out the New York Mets managerial search isn't the only news surrounding the team this offseason. Major League Baseball umpire Joe West is suing former Mets great Paul Lo Duca for comments he made on a podcast back in May, USA Today reported. Lo Duca is a four-time All-Star and spent two seasons in Flushing (2006-07). He currently serves as a horse racing analyst for the TVG Network and New York Racing Association. On ""The Favorites..."
211,N28582,basketball,Holiday's 36 points push Pelicans past Clippers 132-127,"NEW ORLEANS (AP)   Paul George expected to shoot well in his Clippers' debut because his surgically repaired shoulders felt great. It was the rest of his game   from ball handling to defense   that concerned him. Jrue Holiday scored 36 points and stole the ball from George three times in the final minutes to lead the New Orleans Pelicans to a 132-127 victory over Los Angeles on Thursday night. ""I thought I was terrible,"" said George, who was..."
212,N61565,football,Jason Garrett indicates Cowboys want Michael Bennett on sideline for national anthem,"Bennett, who has sat and knelt during the anthem in the past, had been remaining in the locker room during the playing of ""The Star-Spangled Banner"" while he was with the New England Patriots."
213,N19964,football,Why Patriots Remain Atop Colin Cowherd's NFL Power Rankings Entering Week 7,Through the first few weeks of the NFL season it would have been tough to make an argument for any team other than the Patriots as the league's best. New
214,N49201,misc,How Kalamazoo United went from brink of missing playoffs to district champ,"KALAMAZOO, MI - Tears rolled off cheeks and onto the tile locker room floor during halftime of Kalamazoo United's football regular-season finale against Schoolcraft. Trailing the undefeated Eagles 20-7 at the break, reality set in for a few of the United seniors who were preparing to play their final half of high school football, and for most of them, the final game of organized ball of their ..."
215,N29825,soccer,Why the USWNT's coaching transition is different than any other in sports,No abstract available
216,N31096,basketball,Buttigieg dresses as Celtics' Stevens for Halloween,Pete Buttigieg had to pull out just a few stops in order to nail his Halloween costume.
217,N27679,football,Patriots' Tom Brady Grateful For Unique Postgame Gift From Odell Beckham Jr.,Patriots quarterback Tom Brady received a unique gift from Browns wide receiver Odell Beckham Jr. on Sunday night after New England toppled Cleveland - at home. Beckham gave Brady cleats made
218,N25855,football,"College football midseason awards led by Jalen Hurts, Tua Tagovailoa","The halfway mark of the college football season means it's time to hand out awards with Jalen Hurts, Joe Burrow and Tua Tagovailoa."
219,N53513,baseball,Some Astros teammates believe Gerrit Cole will sign with California team,"Some of his teammates in Houston anticipate that Gerrit Cole will ultimately land with a California team next season, per ESPN's Buster Olney. The Angels, in particular, are where many within the industry expect Cole to gravitate, given the proximity of Angel Stadium to his high school home."
220,N17423,football,Kyle Shanahan gave dad Mike game ball after win over Washington,"Following the game, the younger Shanahan trolled the Skins in epic fashion. The Shanahans were fired by Washington following the 2013 season."
221,N54124,baseball,Boomer Esiason On Pete Alonso's Unanimous Award Snub: 'Take His Vote Away',"Pete Alonso became the sixth player in Mets history to take the National League's Rookie of the Year distinction Monday night. Alonso burst onto the scene in his first season in New York. He led the league with 53 home runs, four more than his closest competitor and was the only Mets player to record more than 100 RBIs in 2019 (120). The Mets slugger, who added the Home Run Derby title in a captivating year, seemed like an unanimous choice to be..."
222,N44047,basketball,Bill Self on job status as NCAA investigates Kansas? 'I'm really not concerned',"Kansas received an NCAA notice of allegations in late September, in the wake of accusations of major violations tied to recruiting."
223,N33331,football,Upper Peninsula surrenders to Wisconsin after Michigan sweep,"After Wisconsin capped off a dominant 3-0 showing over Michigan teams on the gridiron, the UP is switching states. At least, on Twitter."
224,N52137,football,"High school football / CVCA 40, Salem 8: Royals rout Quakers in Division IV regional quarterfinal","CUYAHOGA FALLS -- Cuyahoga Valley Christian Academy first made the football playoffs in 2003. That year, and in their next six playoff appearances, the Royals went one-and-done. Maybe all CVCA needed to do to break through with its first playoff win was to come home. On a chilly night at Royals Stadium, the party at midfield after the game proved to be worth the 16-year wait for CVCA, which ..."
225,N40835,football,Jags promote CB Brandon Watson from practice squad after retirement of Josh Robinson,The Jacksonville Jaguars started their day down one player from their 53-man roster as veteran cornerback Josh Robinson decided to retire. Head coach Doug Marrone broke the news to the media Wednesday morning after meeting with the veteran one on ...
226,N37088,football,Brian Hoyer to start as Colts rule out Jacoby Brissett,"The Colts will be without quarterback Jacoby Brissett on Sunday. Brissett was ruled out today, the Colts announced."
227,N32866,baseball,Astros can make history if Bregman wins MVP,"Alex Bregman will try to give the Houston Astros an unprecedented sweep. If the All-Star slugger is selected the American League's Most Valuable Player when voting results are announced Thursday, the Astros will become the first team to have an MVP, Cy Young Award winner and Rookie of the Year in the same season. Justin Verlander took Cy Young honors, and Yordan Álvarez was a unanimous pick as the AL's top rookie. Mike Trout is probably..."
228,N2873,golf,Daytona's LPGA golf courses have new owner,"DAYTONA BEACH -- The pair of golf courses at LPGA International have a new owner, the beginning of a new chapter for the popular courses that have bled money for decades. Fore Golf Partners late Thursday completed its $3.45 million purchase of the two 18-hole courses on the city's west side. The Virginia-based company acquired the 657-acre golf club property from Consolidated-Tomoka Land Co. ..."
229,N47187,football,Panthers QB Kyle Allen had option to run or pass vs. Packers on last play. Right call?,"Panthers coach Ron Rivera supplied more detail Monday on the final play of Carolina's road loss to Green Bay, explaining that quarterback Kyle Allen had the option to hand the ball off to Christian McCaffrey or to throw a pass. ""It was an RPO,"" Rivera said, referring to the run-pass option that has become popular in the NFL over the past few years. ""Based on what Kyle had read, he ..."
230,N3493,football,Ex-NFL star Torrey Smith vents about youth football: 'We are building weak children',Former NFL star receiver Torrey Smith did not hold back after becoming aware of a youth football incident.
231,N23327,football,A shared number. A bro hug and yell. Here's what happened after KU football's big win,"LAWRENCE -- Les Miles held his iPhone at eye level, showing his phone number to the man next to him ... just in case. This was a few minutes after the postgame news conference following Kansas' 37-34 home victory over Texas Tech, and perhaps this scene -- in a mostly empty meeting room where reporters had just cleared out -- showed best the quickly changing realities for Miles and the ..."
232,N64463,football,Arizona high school football roundup: Saguaro doesn't slow down against Marcos de Niza,Game stories from high school football games around Arizona.
233,N22315,baseball,View from the Catwalks,The annual General Managers meeting kicks off and the Rookie of the year results come in.
234,N18892,golf,Memorable moments from the Skins Games,No abstract available
235,N63354,football,Kellen Moore finds his identity by eradicating the vestiges of Linehan,"The New York Giants did their best to make it look like a genuine contest for 29 minutes, but the Dallas Cowboys eventually found their groove and came away with a convincing 37-18 victory to improve to 5-3. Like he did against the Eagles in Week 7, Cowboys offensive coordinator Kellen Moore called the kind of game they are built to play: they ran the ball successfully on first down and wore down the defense, they used play-action effectively,..."
236,N215,fighting,"Dana White 'looking' at Conor McGregor vs. 'Cowboy' Cerrone, but not a done deal yet","UFC president Dana White confirms the promotion would like to book Conor McGregor against Donald ""Cowboy"" Cerrone in January but the fight isn't yet a done deal yet."
237,N61910,football,This might be most ridiculous TD pass of Aaron Rodgers' career,No abstract available
238,N45132,basketball,Atlanta Hawks John Collins Suspended 25 Games,"Atlanta Hawks forward John Collins was suspended for 25 games Tuesday for violating the NBA's Anti-Drug Policy, Adrian Wojnarowski reported. Collins tested positive for Growth Hormone Releasing Peptide 2, league says. https://t.co/p8rVl51PT8 -- Adrian Wojnarowski (@wojespn) November 5, 2019 The Hawks have not confirmed the news, but Collins made a statement to ESPN. Collins statement to ESPN: ""First I want to apologize to my teammates, the Hawks..."
239,N3991,football,Watch: Tom Herman addresses the media ahead of Iowa State,"The Longhorns managed to hold on against Kansas State, but now have to travel to Ames."
240,N26520,hockey,"New York Islander Matthew Barzal said he ""feels like Kylie Jenner"" for an absolutely hilarious reason","Following a two goal night, Barzal was asked how his mouth felt after he took a few sticks up high, and he had the perfect answer."
241,N59473,football,No. 10 Penn State holds off No. 17 Iowa 17-12,"10th-ranked Penn State held off No. 17 Iowa 17-12 on Saturday night, its first win over a ranked opponent this season."
242,N12038,football,"AJ Green cites ankle injury, says he is not ready to return",No abstract available
243,N38793,football,Winners and losers after Bengals fall to 0-9 with loss to Ravens,"That's about as ugly as it gets. The Cincinnati Bengals were down 14-0 at the end of the first quarter with the Baltimore Ravens in town and it didn't get any better from there. The final tally? A 43-19 blowout favoring the visitors. It was mostly all bad from the Bengals, but we'll include a few winners here to counteract the losers. Winner: Brandon Wilson Oct 13, 2019; Baltimore, MD, USA; Cincinnati Bengals defensive back Brandon Wilson (40)..."
244,N54580,football,Gronkowski jokingly trolls Belichick over sideline smile,"Bill Belichick is all business when it comes to football, and it makes him as curmudgeonly as NFL head coaches come, both on the sideline and at the podium."
245,N39126,baseball,Watch: Howie Kendrick with go-ahead HR in Game 7 of the World Series,"After staying quiet through six innings, the Washington Nationals' bats exploded for three runs in the seventh inning, including the go-ahead, 2-run shot by NLCS MVP Howie Kendrick to take the Nats' first lead of Game 7."
246,N52252,baseball,Watch: Yankees fans lose it after Didi Gregorius' near go-ahead HR,"As you can tell, most of those on hand at Yankee Stadium thought this was going to clear the right-field fence. After the ball stayed in the yard, fans of the Bronx Bombers absolutely lost their minds."
247,N52217,golf,Charles Howell III takes family on 'once-in-a-lifetime' trip,"SHANGHAI (AP) Not long after Charles Howell III finished his final round in Las Vegas, he packed up for a trip to Asia he never imagined taking."
248,N4383,baseball,Veteran infielder Martin Prado appears likely to retire,The rough ending doesn't detract from Prado's worthwhile time in the majors.
249,N2430,hockey,"Thursday Links: A ""Total Team Effort"" In Calgary","From Justin Dowling's first to Corey Perry's 1,000th, it all came together last night. Plus, big news for Roberto Luongo, a big anniversary for classic television, and more."
250,N34097,misc,Preview: Denver Nuggets look to take down Atlanta Hawks,No abstract available
251,N25790,football,Jerry Jones has high praise for Jason Garrett amid hot seat talk,"Jerry Jones and the team's brass seemingly throw their support behind the head coach every day, and Jones did that yet again when he called Garrett a ""top coach"" during his Tuesday appearance on 105.3 The Fan."
252,N9405,football,NFL Power Rankings Roundup: Ravens Making a Run at the Top Spot,The Ravens got their first #1 ranking and were in the top 3 across the board this week
253,N9237,misc,"Fantasy football: Start 'em, Sit 'em",Let me help you navigate Week 7 of the Fantasy Football season.
254,N62472,football,"Steelers place Ulysees Gilbert on Reserved/Injured List, promote Robert Spillane",The Steelers also made corresponding practice squad moves
255,N40887,football,Thielen will have 'chance to play' in Week 11,Thielen attempted to play through the hamstring injury in Week 9 before quickly aggravating the injury and being sidelined for the remainder of the game.
256,N8594,basketball,Rockets snap two-game skid in Memphis against the Grizzlies,"James Harden records 44 points, as the Houston Rockets end a two-game losing streak against their Southwest Division counterpart, the Memphis Grizzlies."
257,N55146,football,Why the Chiefs didn't make a move before the trade deadline,"Three o'clock passed, and the Chiefs didn't make a move. Why didn't they   and what can we learn from that?"
258,N8543,racing,Where Cup playoff drivers stand heading to Kansas,Ryan Blaney's win dramatically altered the playoff picture entering this weekend's elimination race.
259,N39810,football,Watch: John Harbaugh shared awesome moment with Lamar Jackson,Lamar Jackson has done more this season than simply prove he is capable of being a starting quarterback in the NFL   he has turned himself into a full-blown superstar.
