,news_id,general_category,title,abstract
4796,N28199,football,JuJu Smith-Schuster still fighting hard to be the No. 1 WR the Steelers need,"JuJu Smith-Schuster may not be having his best season in 2019. But given all of the adversity the Steelers have had to endure, it might be his best."
4797,N36441,football,No. 1 Kyler Murray vs. No. 2 Nick Bosa could be a matchup that thrills the NFL for years,"Halfway through their rookie seasons, Cardinals quarterback Kyler Murray and 49ers end Nick Bosa still seem at the top of their class."
4798,N50375,football,Broncos rookie QB Drew Lock reportedly will start final two games,Lock is expected to start practicing next week after returning from a thumb injury.
4799,N63350,tennis,Tennis: Thiem begins Vienna campaign with win over Tsonga,Tennis: Thiem begins Vienna campaign with win over Tsonga
4800,N55916,football,"Deshaun Watson makes it look easy, again","LONDON   There aren't many boundaries for Texans quarterback Deshaun Watson and his improvisational skills. Watson's unconventional game and imagination were on display to an international crowd of 84,771 at historic Wembley Stadium on Sunday. Boxed in by Jaguars defensive linemen Yannick Ngakoue and Taven Bryan in the second quarter, Watson danced around and wriggled free of their grasp in the pocket. He borrowed a trick from a different sport..."
4801,N50800,football,"According to Adam Schefter, Washington's dreams of Mike Tomlin are 'far-fetched'","Rumors popped up last week that the Redskins had interest in hiring Steelers coach Mike Tomlin, which looks unlikely to happen."
4802,N30195,baseball,Astros the Golden State Warriors of baseball? Let's slow the dynasty talk,"What in the world is a dynasty anymore, anyway? And why are the Astros dropping the D-word with just one title to their name?"
4803,N58897,baseball,Former Texas Ranger Josh Hamilton Arrested On Allegation Of Injury To A Child,"Former Texas Ranger Josh Hamilton turned himself in this afternoon in Fort Worth on an allegation of injury to a child, a 3rd degree felony."
4804,N10457,football,"Romo, Nantz call part of Packers-Chargers game from sideline",It doesn't take much to recognize why play-by-play broadcasters don't call games from the field level; you just can't see what you need to see from that vantage point.
4805,N10524,football,Tom Brady lands on Patriots practice report with right shoulder injury,"Brady was limited during practice Wednesday, the team's first ahead of Sunday's showdown at Baltimore."
4806,N1700,racing,Rain brings out red flag at Talladega,Rain at the end of Stage 1 brings out the red flag at Talladega Superspeedway.
4807,N11045,basketball,College football bowl projections: Arizona State bowl game predictions after loss to Utah,"The Arizona State football team was not match for Utah over the weekend, but at 5-2 overall, the Sun Devils are still in great position for a bowl."
4808,N25468,misc,Deputies charge man with sex crimes involving children,
4809,N61341,football,Was Baker Mayfield's abrupt press conference ending a sign of something bigger? Berea Report (video),"BEREA, Ohio -- The Browns are getting ready to face the Broncos on Sunday in Denver, but first we saw quarterback Baker Mayfield storm off following a line of questioning from a reporter during his weekly press conference. Does this signal something bigger? Is it a one-off? Mary Kay Cabot, Dan Labbe and Ellis L. Williams offered up their reactions to the situation and talked about Mayfield's ..."
4810,N7473,football,Iowa State Football: Brock Purdy elevating play a year into being a starter,"Brock Purdy looked downfield, reading his progressions right to left. The big play he and Iowa State offensive coordinator Tom Manning thought would be there wasn't, so he kept scanning. On his last read, Purdy's eyes got wide when he saw freshman running back Breece Hall all alone in the flat. He launched a ball out to his playmaker and watched him go to work. ""I was juiced up because I saw a ..."
4811,N13811,football,Five quick takeaways from the Huskies' 35-31 loss to Oregon,"Well, at least things looked good for the first half. After handling the Oregon Ducks well for 30 minutes, the Washington Huskies struggled to contain their opponents in the second half, leading to a 35-31 defeat. Since beating Oregon in 2016 and 2017, the Dawgs have lost the last two contests. UW now falls for 5-3, and just 2-3 in the Pac-12. While they entered the game ranked No. 25, the Huskies will almost certainly slip out of the AP..."
4812,N28391,tennis,"Tennis: Fritz ousts Zverev in first round, Tsitsipas advances in Basel","Tennis: Fritz ousts Zverev in first round, Tsitsipas advances in Basel"
4813,N38929,baseball,Wild-card Nationals head to World Series with sweep of Cards,"WASHINGTON (AP)   It was merely the first inning, yet fans kept rising out of their seats to applaud or yell or twirl their red towels, to chant ""Let's go, Nats!"" and ""M-V-P!"" and various players' names, enjoying every moment of a seven-run outburst that would, eventually, propel their city to its first World Series appearance in 86 years. And then, a couple of hours and several innings later, as the Washington Nationals were protecting a..."
4814,N25353,basketball,"Geno Auriemma, UConn AD David Benedict call on Tennessee to support Evina Westbrook transfer waiver ahead of NCAA appeal","On Saturday, the University of Tennessee athletics director Phil Fulmer expressed his disappointment after the school found out that the immediate eligibility of men's basketball player Uros Plavsic had been denied by the NCAA following the school's request for a transfer waiver. The next day, UConn's athletic director David Benedict and women's basketball coach Geno Auriemma had some things ..."
4815,N57692,hockey,Surging Sabres not fearing repeat of last year's collapse,"BUFFALO, N.Y. (AP)   With a new coach, an influx of talent and this being a new season, Jack Eichel doesn't buy into fears the hot-starting Buffalo Sabres are due for a familiar collapse. Nine games in, the Sabres are leading the Eastern Conference with a 7-1-1 record to match their best start since 2009-10. And yet, it's difficult to forget what happened last year, when Buffalo was leading the NHL with a 17-6-2 record following a 10-game..."
4816,N11432,football,"Tony Romo, Jim Nantz call part of Packers-Chargers game from sidelines","It doesn't take much to recognize why play-by-play broadcasters don't call games from the field level; you just can't see what you need to see from that vantage point. But for a few minutes, nobody would have been able to tell a difference."
4817,N34180,racing,NASCAR penalty report after Kansas,Only one penalty was issued by NASCAR officials.
4818,N39004,football,Here's the bad news for Florida State after firing Willie Taggart,The sing-song Florida State chant that provided the soundtrack for college football for the good part of a generation has been muted.
4819,N51856,football,Why NFL Writer Is Looking At Patriots To Make Big Move By Trade Deadline,The New England Patriots are good but are they good enough It's tough to gauge the Patriots at this point in the season as New England really hasn't been battle-tested
4820,N54608,football,How Worried Should the Minnesota Vikings Be about the Washington Redskins?,Ex-Redskin Kirk Cousins and the Vikings take on ex-Viking Case Keenum and the Redskins
4821,N42259,baseball,Nationals shut down Cardinals for 1-0 NLCS lead,Nationals shut down Cardinals for 1-0 NLCS lead
4822,N4735,racing,"Kevin Harvick surges at Texas, clinches shot at second title","On a day of mixed fortunes for championship-eligible drivers, Kevin Harvick scurried to a clutch victory and clinched a shot at a second Monster Energy Series title in a caution-filled Sunday at Texas Motor Speedway. Harvick started from the Busch Pole and led a race-high 119 of the 334 laps in the AAA Texas 500, […]"
4823,N42792,soccer,"Sounders vs. FC Dallas, Talking Points: Winning in the weirdest ways","Sounders blow leads of 2-0 and 3-2, but"
4824,N12578,golf,Tiger Woods joins Sam Snead atop list of all-time great winners on PGA Tour,"Tiger Woods' win in Japan puts him at the top of the PGA Tour wins list with Sam Snead, ahead of Nicklaus, Hogan and Palmer"
4825,N21952,fighting,Walker blames himself Anderson loss: I hesitated too much,Johnny Walker says he got his strategy all wrong in his TKO loss to Corey Anderson at UFC 244.
4826,N39820,football,Rams greeted at Atlanta hotel with power outage,"Man, the Falcons will try anything to win a game at this point. *Sarcasm*"
4827,N12865,baseball,"Yankees replace Sabathia on ALCS roster, ending his 19-year career","The New York Yankees replaced injured lefty CC Sabathia on their American League Championship Series roster with right-hander Ben Heller on Friday, ending the 19-year veteran's career, the club announced."
4828,N30021,football,AP source: Titans to start Ryan Tannehill instead of Mariota,"NASHVILLE, Tenn. (AP)   The Titans are making a change at quarterback in hopes of salvaging their season. Tennessee will start Ryan Tannehill at quarterback instead of Marcus Mariota on Sunday against the Los Angeles Chargers, a person familiar with the decision told The Associated Press on Tuesday night. The person spoke on condition of anonymity because the team has not announced the change. Coach Mike Vrabel benched Mariota in the third..."
4829,N9593,racing,Autistic NASCAR driver brings message of hope to Winston-Salem,"NASCAR driver Armani Williams, professional racing's first autism self-advocate, served as the guest speaker Tuesday afternoon at ABC of NC's annual Gourmet Lunchbox Lunch. The fundraiser helped generate more than $140-thousand dollars for the Winston-Salem-based nonprofit, which provides a variety of services for people with autism spectrum disorder and their families. Williams, who is 19-years-old and competes in the K&N Pro Series, hopes to..."
4830,N16779,racing,Chase Elliott exudes cool confidence heading into turbulent Talladega,Chase Elliott enters Sunday's Cup playoff race at Talladega outside a transfer spot after his last-place finish at Dover.
4831,N36981,football,Black and Gold Links: Don't ask Dolphins coach Brian Flores about Minkah Fitzpatrick,Time to check on the latest news surrounding the Pittsburgh Steelers.
4832,N62152,football,NFL trade rumors: Eagles' Nelson Agholor to the Colts? Why this NFL.com writer thinks a deal make sense (and he's right),"Even at 3-4 coming off two losses, Eagles are expected to be active on the trade market before Tuesday's deadline. Most expect them to be buyers with the NFC East still in sight, but it's reasonable to expect general manager Howie Roseman to trade away players that aren't exactly working out or can garner value on the trade market without impacting the team's chances of making the playoffs too ..."
4833,N43613,basketball,"Game recap: Detroit Pistons lose to Chicago Bulls, 112-106",Derrick Rose and the Detroit Pistons visit division rival Chicago Bulls
4834,N5425,misc,This girl from Poland may be the greatest Michigan cross-country athlete ever,"Zofia Dudek won the 3,000 meters at the U-20 European Championships. Now she wants to break 17 minutes at the cross-country Michigan state finals."
4835,N63253,football,Milestones that could be reached in Week 6,Check out some of the huge records that are in reach for NFL stars including Seattle Seahawks quarterback Russell Wilson and Kansas City Chiefs quarterback Patrick Mahomes in Week 6.
4836,N27802,football,Seahawks trade for Detroit Lions safety Quandre Diggs,"The Seahawks have added much-needed depth at the safety position. Seattle on Tuesday acquired versatile defensive back Quandre Diggs from the Lions ahead of the NFL's Oct. 29 trade deadline. The details, as first reported by The NFL Network and later confirmed by Detroit: Diggs and a 2021 seventh-round pick to Seattle in exchange for a 2020 fifth rounder. RELATED: 'I'm fired up about him': Does emergence of Seahawks' Blair bump Thompson to..."
4837,N64753,misc,"After lengthy hiatus, Rogers High School Athletic Hall of Fame sees new life","NEWPORT -- It's been three months since Steve Hyder underwent a successful kidney transplant. Instead of being run down all the time, the Rogers High School graduate is feeling ""like a new man."" Hyder wanted to put some of this newfound energy to good use, so he inquired a few weeks back about his alma mater's athletic hall of fame, which went silent after inducting five classes from 2008 ..."
4838,N34458,football,"Sitting at 0-8, the Cincinnati Bengals believe the bye week was beneficial",The bye week came at the halfway point of the season for the Bengals. Will the team have better luck in the final eight games?
4839,N27842,misc,Film breakdown: What went wrong against Purdue?,The Terrapins suffered a big loss in a crucial road game.
4840,N18757,basketball,What Paul George's impending return means for the Clippers,
4841,N35277,basketball,"UConn basketball freshman James Bouknight turns himself in on warrant; charged with fleeing police, driving without license","UConn men's basketball player James Bouknight has been charged by police after crashing a vehicle on campus and fleeing an officer, according to campus police. Bouknight, a 19-year-old freshman, was charged with evading responsibility, interfering with a police officer, traveling too fast for conditions and operation of a motor vehicle without a license stemming from the incident, which ..."
4842,N35649,baseball,Why Collin McHugh couldn't leave these Astros,A.J. Hinch and Collin McHugh had the conversation. Then the Astros manager gave one of the team's longest-tenured veterans a choice. If McHugh wanted to quietly leave the team   October was coming and the 32-year-old righthander was being shut down   Hinch would fully understand and wouldn't say another word. But if McHugh wanted to remain with the 2019 Astros as they attempted to win their second World Series in three years … Nothing more...
4843,N58687,basketball,Sixers rookie Matisse Thybulle already recognized as one of NBA's elite defenders,"PORTLAND   Matisse Thybulle is purposely oblivious. The 76ers rookie doesn't keep up with the NBA statistical rankings. So Thybulle was unaware that he was the league's leader in steals heading into Saturday night's 129-128 victory over the Portland Trail Blazers. ""I try not to look at the numbers, because for me all the defensive [ones] just come from hustle and just getting lost in the ..."
4844,N18437,football,Tennessee coach Jeremy Pruitt grabs QB's facemask after fumbled sneak leads to 100-yard Alabama TD,
4845,N3162,football,Florida State football fires head coach Willie Taggart during second season,"FSU fired Willie Taggart less than two years after he was hired as coach. He had a 9-12 record, including 0-5 against in-state rivals and Clemson."
4846,N63420,football,"Houston Texans News: October 17, 2019","Your one-stop shop for Houston Texans, local sports, and news from around the league for Thursday, October 17, 2019."
4847,N15112,football,The Seahawks are 6-2 and that's more important to winning a Super Bowl than how they got there,
4848,N45763,misc,'Jacob was good. He was pure.' Waldron runner made big impact in small community,Waldron runner Jacob James died in car crash day after finishing second in Franklin cross-country regional.
4849,N12141,basketball,Houston Rockets vs. San Antonio Spurs game preview,
4850,N25026,soccer,Vlatko Andonovski is the most common sense hire possible for the USWNT,"Vlatko Andonovski will keep everything you loved about Jill Ellis, and add a dash of tactical sophistication."
4851,N17543,football,The college football 2010s All-Decade team,"As we near the end of the decade, it's time to start looking back at the best that was in college football during the 2010s. There have been countless remarkable and memorable individual performances   whether a game, season or career."
4852,N34958,basketball,"Milwaukee Bucks vs. Miami Heat Preview: Home, Sweet Home",
4853,N479,baseball,Yankees made crucial error against Jose Altuve in 9th inning of ALCS clincher,"Hindsight is 20/20, but the Yankees appeared to have a far superior option available instead of pitching to Jose Altuve."
4854,N6480,football,Jaguars: Fans react to Nick Foles' taking over starting QB job from Gardner Minshew,"Minshew Mania is over. It's now the Nick Foles show. Coach Doug Marrone ended Gardner Minshew's sensational rookie run on Tuesday when he announced Foles will return as the team's starting quarterback. After this week's bye, Foles will earn his first start since the Sept. 8 opener against the Indianapolis Colts on Nov. 17. Shortly after Marrone's announcement, the Jaguars officially activated ..."
4855,N40298,football,The draft pick the Eagles traded for Genard Avery was higher than expected,Oh
4856,N13375,football,Browns vs. Broncos Final Score: Cleveland loses 24-19 to QB starting first NFL game,It's the same-old story every week.
4857,N64202,baseball,Three takeaways from the Nationals' NLCS closeout win over the Cardinals,Washington will now await the winner of the Astros-Yankees series as it chases its title dreams.
4858,N48624,football,ESPN Includes These Two Former Patriots Among Likely XFL Draft Picks,The XFL might have a hint of the Patriot Way about it in its inaugural season. ESPN's Kevin Seifert on Monday included two former New England Patriots on his list
4859,N44718,baseball,Opinion: World Series back in D.C. at long last   but Nationals' magic goes out for one night,Focusing on Nationals' Game 3 World Series loss would miss bigger picture of what Friday meant to nation's capital -- Fall Classic returned to D.C.
4860,N4434,football,Former teammates fill in for Gerald McCoy at son's senior night,"Gerald McCoy was cut after nine seasons with the Buccaneers this offseason, but his son remains a football player at Tampa Catholic High School. McCoy, now with the Panthers, couldn't be there for his son's senior night on Friday because his new team is already in San Francisco for Sunday's game against the 49ers. So [more]"
4861,N59301,racing,Ryan Blaney spins getting to pit road,Ryan Blaney runs into trouble when trying to get on pit-road. Watch as the 12 car spins in the grass while attempting a green-flag stop.
4862,N22211,football,Jags name Nick Foles as their starting QB for Week 11's game vs. Colts,Nick Foles will be starting for the Jags once again after breaking his collarbone Week 1.
4863,N14353,baseball,Anthony Rizzo wins Gold Glove,The Cubs first baseman won his third Gold Glove for defensive excellence.
4864,N31806,football,Browns winners and losers from Sunday's loss to the Seahawks,"CLEVELAND, Ohio   The Browns lost to the Seahawks, 32-28, at FirstEnergy Stadium on Sunday. But that's just what the scoreboard said. Here are the real winners and losers: LOSER: Big expectations Here's the reality. The Browns are 2-4. And in two weeks they have a road game against the 6-0 defending Super Bowl champion Patriots, who, after next week's game against the Jets, should be the 7-0 ..."
4865,N45596,football,Did Oregon get away with pass interference on final play against Washington?,"Another football game, another officiating controversy."
4866,N38175,hockey,PHT Morning Skate: Kings in trouble; Can Blues keep Pietrangelo?,Monday's collection of links.
4867,N5665,football,The Broncos have a blueprint to beat the Chiefs,Vic Fangio need look no further than the New England Patriots and Bill Belichick for a plan that works against the Kansas City Chiefs.
4868,N8404,basketball,"Hakeem Olajuwon, Clyde Drexler share a moment before Astros' World Series Game 6","It's been 21 years since Hakeem Olajuwon and Clyde Drexler have been teammates, but that doesn't mean the chemistry that developed in their University of Houston Phi Slama Jama days and blossomed in their time with the Houston Rockets has worn off at all. Before the two shared duties in the first pitch before Game 6 of the World Series on Tuesday, the duo shared a podium in a press conference where they took turns ribbing each other. Drexler..."
4869,N61848,football,Why Detroit Lions' Darius Slay didn't talk before deadline: 'Don't care. I'm a millionaire',"Detroit Lions cornerback Darius Slay, who has one season left on the extension he signed in 2016, said there's nothing new on a new contract"
4870,N63740,football,Drew Brees back to working with NFL ball in thumb rehab,"Saints quarterback Drew Brees offered an update on his recovery on Wednesday and it included word that he's back to working with a regulation-sized football. Video of Brees throwing a football surfaced earlier this month, but the ball was smaller than the one used in NFL games. During an appearance on WWL Radio, Brees shared [more]"
4871,N42483,baseball,"Cardinals, Wainwright in talks for 2020 contract","Cardinals President of Baseball Operations John Mozeliak confirmed the team is working on bringing veteran starter Adam Wainwright back for another season in 2020. Mozeliak confirmed the team and Wainwright were in talks about a new contract during the team's end of season press conference on Tuesday. ""We are still in discussions on potentially a contract for next year. Clearly both parties would like to try to find a way to make it work and..."
4872,N4804,baseball,MLB reportedly pursuing 'radical restructuring' of lower minors,"While the precise nature of the new arrangement isn't yet written in stone, it certainly sounds as if significant change is all but inevitable."
4873,N27067,baseball,"Cardinals extend execs John Mozeliak, Mike Girsch, manager Mike Shildt",This news comes on the heels of a strong 2019 campaign in which the Cards returned to the postseason by hanging on in a tight NL Central.
4874,N26082,football,Broncos coach says he is not considering benching Joe Flacco,"As a team, the Broncos managed just 284 total yards against a Chiefs defense that has not been impressive in recent weeks. Denver's offense is easily one of the worst in football, and Flacco has played a big role in that."
4875,N39301,golf,What Tiger Woods said after second round of Zozo Championship,
4876,N58053,misc,WBTV reporter asks judge to hold Gaston DA in contempt for violating body cam order,
4877,N36939,tennis,"Federer withdraws from Paris Masters as Cilic, Tsonga progress","Roger Federer withdrew from the Paris Masters on Monday in order to ""pace"" himself for the next year, while Marin Cilic and Jo-Wilfried Tsonga reached the second round. The 20-time Grand Slam champion returned to the Paris Masters last year for the first time since 2015 and reached the semi-finals where he lost a three-set thriller to Novak Djokovic, who is top seed ahead of Rafael Nadal in the French capital this year."
4878,N51698,baseball,Astros OF Josh Reddick calls New York Yankees fans 'disrespectful',"Astros right fielder Josh Reddick was critical of the fans behavior at Yankees Stadium after Game 3 of the ALCS, calling it ""disrespectful."""
4879,N31944,football,VIDEO: Derek Mason Gave An Epic Postgame Interview,"Vanderbilt entered today's action at 1-5 and surrounded by all sorts of intrigue, including the obvious whispers about coach Derek Mason's job security."
4880,N14030,football,Kendall returns with West Virginia to face No. 5 Oklahoma,"NORMAN, Okla. (AP)   Quarterback Austin Kendall always wanted to lead his football team onto Oklahoma's Owen Field, seeking a win over a Big 12 Conference rival before another sellout crowd. He will, though he will be wearing a West Virginia jersey while doing so. Kendall, who spent the past three years as an understudy to Baker Mayfield and Kyler Murray at Oklahoma, transferred to West Virginia when it became clear he probably wouldn't move..."
4881,N43139,football,Report Card: Grading the Steelers 24-17 win over the Chargers in Week 6,BTSC breaks out the red pen and assigns grades to the Steelers after Week 6 of the 2019 season.
4882,N58880,football,Kiszla: Why are the Broncos so afraid of letting rookie quarterback Drew Lock on the field?,"The Broncos' depth chart at quarterback has become a three-ring circus, with John Elway driving the clown car and Drew Lock locked in the trunk."
4883,N28926,golf,Tiger Woods takes outright lead at rain-delayed Zozo Championship,
4884,N52199,football,Marvin Lewis in 'serious consideration' for NFL head coaching openings,"Former Cincinnati Bengals head coach Marvin Lewis is advising Arizona State, but may be in play for a future head coaching gig back in the NFL."
4885,N18246,golf,"Tiger Woods isn't (quite) a lock to pick himself for the Presidents Cup, according to latest odds","In the latest round of Tiger Woods prop bets, the Presidents Cup captain isn't as much of a favorite to make the team as you'd think."
4886,N17436,hockey,Flames' Lucic suspended 2 games for roughing Sherwood,NEW YORK (AP) Calgary Flames forward Milan Lucic has been suspended for two games without pay by the NHL for roughing Columbus Blue Jackets forward Kole Sherwood during Saturday's game.
4887,N16861,football,Roster moves: Cam Sims out; Craig Reynolds in,roster churn you may care about
4888,N16888,football,Steelers rule out Mason Rudolph for Week 6 against Chargers,"Though there was some hope earlier in the week that Rudolph would be able to play, the Steelers will have to go with undrafted rookie Devlin Hodges under center."
4889,N22340,football,Duane Brown and D.J. Fluker listed as doubtful for Sunday's game,The Seattle Seahawks could be without two of their starting offensive linemen on Sunday with Duane Brown and D.J. Fluker listed as doubtful.
4890,N15334,football,3 games to watch in Week 7 which give perspective on the Steelers future opponents,There are several NFL games this week which will help shape the perception of teams the Steelers take on later in 2019
4891,N9771,misc,Recap: Let's never talk about this game again,A last-ditch equalizer for United was answered by a staggering 4 goals from TFC
4892,N41085,football,"Warren De La Salle football hazing claims: Players were sexually taunted, sources say",Police official says De La Salle high school tried to keep wraps on hazing scandal.
4893,N46905,football,"The Redskins lose to the Bills 24-9, fall to 1-8 heading into the bye week",The Redskins lose again
4894,N16642,football,Jim Harbaugh gets crushed for baffling 58-yard field goal attempt,"Harbaugh will need a big second-half rally to avoid dropping to 0-8 as an underdog with the Wolverines. It's pretty clear that his job is safe, but decisions such as this aren't going to help his standing among fans."
4895,N36722,baseball,"The Astros are in everyone's heads, whether the Yankees are tipping pitches or not",Did they pick up on something with James Paxton?
4896,N16544,baseball,Why a rainout on Wednesday could spell doom for the Yankees bullpen,
4897,N7978,football,Crunching Cowboys stats: Problems leap out at you,You don't have to look very hard to find the issues with the Cowboys.
4898,N41783,baseball,"Yankees slumping at plate, fall behind 2-1 to Astros in ALCS","NEW YORK (AP)   Didi Gregorius turned on a first-pitch fastball from Gerrit Cole with two on and two outs in the fifth inning and sent it soaring toward the right-field seats. The crowd at Yankee Stadium rose and roared, hoping for a go-ahead drive. ""I think every flyball in 2019 is a homer,"" Houston manager AJ Hinch said. ""It's kind of been conditioned that way."" Gregorius stood at the plate, watching, then took some tentative steps toward..."
4899,N45080,football,Column: NCAA tries to kick pay-for-play farther down road,"ATLANTA (AP)   The NCAA just doesn't get it. Under pressure from all sides   legislators, advocates, athletes, pretty much anyone who can spot an injustice when they see it   the group that governs college athletics revealed a fierce determination to keep an iron grip on the two things it cares about most. Money and power. A much-ballyhooed announcement Tuesday, supposedly the first significant step toward coming up with a way to fairly..."
4900,N58046,basketball,Danny Ainge Asserts Reported Details Of Jaylen Brown Extension Offer Aren't Accurate,The Boston Celtics are trying to get a deal done with Jaylen Brown just not at the figure that's being reported so says Danny Ainge. Yahoo Sports' Chris Haynes reported
4901,N19463,football,"Kansas City Chiefs 26, Minnesota Vikings 23: Minnesota loses heartbreaker at the gun","They had their chances, though"
4902,N27166,baseball,MLB's most problematic contracts: Mookie Betts dilemma headlines AL East edition,Big-money deals that go south aren't the only types of contract situations that create big problems.
4903,N39729,football,Three takeaways from No. 7 Penn State's win over No. 16 Michigan,The Nittany Lions escaped with a 28-21 victory over the Wolverines to move to 7-0 on the season.
4904,N20773,basketball,Short-handed Louisville basketball sweats out exhibition win over Bellarmine,Louisville basketball fans got their first look at the Cardinals on Tuesday in an exhibition against Bellarmine at the KFC Yum Center.
4905,N8677,golf,Juggling Gary Woodland back in South Korea for CJ Cup,"JEJU ISLAND, South Korea (AP) Gary Woodland finished runner-up to Brooks Koepka in last year's CJ Cup at Nine Bridges. He returns this year for the first of three PGA Tour events in Asia with a major victory on his resume and two new infant seats in the back of the family car."
4906,N4438,football,Jameis Winston's passer rating when targeting Chris Godwin is mind-boggling,"Take a look at this stat, showing just how effective Bucs quarterback Jameis Winston has been when targeting wide receiver Chris Godwin."
4907,N54800,baseball,"Over 13,000 Nationals fans attend Game 7 watch party at Nationals Park",Rain didn't keep away thousands of Nationals fans from attending a Game 7 watch party at Nationals Park.
4908,N16573,football,'Finally': Fans erupt after FSU fires Willie Taggart. See the wildest reactions,Florida State university made the decision to fire coach Willie Taggart Sunday. See how fans reacted to the news
4909,N41984,baseball,"Watch: Michael Brantley makes absurd, game-saving play in Game 6 of ALCS","There's nothing better than big plays in big games, and Brantley provided on on Saturday night in Game 6 of the ALCS."
4910,N37132,football,"Michigan averts disaster, then realizes it in its darkest form against Penn State","Michigan football lost 28-21 to Penn State on Saturday, as mistakes helped blunt the Wolverines' comeback attempt"
4911,N24401,football,"Yardbarker's Week 10 NFL picks, game previews","Can the Steelers continue their rise from a 1-4 hole, and will the Vikings rebound on the road against the Cowboys? Yardbarker previews each game with a pick against the spread."
4912,N1824,football,Crossed wires: Windy City Gridiron picks Bears-Chargers,"If the Bears can't beat the Chargers, who can they beat?"
4913,N20580,football,"Penn State football vs. Michigan: How to watch, what to look for in white out",Penn State should threaten another stadium attendance record during Saturday's white game against Michigan. Here are all the details ...
4914,N43956,golf,Monday Scramble: Big names are back as Tour readies for Asian swing,The PGA Tour's fall season ramps up as it heads to Asia and some big-name players return after significant time off.
4915,N52155,baseball,These Astros are everything the Yankees and Dodgers wish they were,Houston is headed to its second World Series in three years after knocking off the Yankees in the ALCS.
4916,N37469,golf,Na breaks silence on negative rumors: 'I need to protect [my family] and my name',"Less than one week after sending an emotional message back home to South Korea, Kevin Na is breaking the silence he's kept through years of personal anguish."
4917,N48331,football,Michigan's Jim Harbaugh questions officiating after loss to Penn State,Michigan coach Jim Harbaugh questioned some calls that went against the Wolverines in a 28-21 loss at No. 7 Penn State
4918,N40090,football,Eagles LB Zach Brown getting roasted after ripping Kirk Cousins then dodging questions,"When it comes to selective memory recall, the late former Vikings head coach Dennis Green apparently has an equal: current Eagles linebacker Zach Brown. Green was famous for many things, including an ability to treat a recently completed loss as ""the past"" and quickly move on from it during a news conference just minutes after the game ended. Brown, who made headlines last week for calling ..."
4919,N39194,football,Freddie Kitchens on Baker Mayfield's numbers: 'I truly don't look at stats',"Baker Mayfield is suffering through a rough second NFL season, including from a statistical perspective."
4920,N33527,football,Patriots Vs. Browns Preview: What To Watch For In Week 8 Matchup,Before the season this looked like one of the most compelling matchups of the NFL schedule: The defending champion New England Patriots taking on an upstart Cleveland Browns team that
4921,N2203,baseball,"Off to the World Series, these Nationals have proved everyone wrong",This unexpected joyride of a season could hold more promise yet.
4922,N42404,hockey,"Seattle NHL franchise will reveal team name before the All-Star break, per report",The team's ownership group is reportedly finalizing its decision
4923,N12603,misc,"Astros beat Yankees, will face Nationals in World Series","SportsPulse: The Houston Astros are returning to the World Series for the second time in three years after defeating the Yankees, but must go through a red-hot Nationals team if they want to hoist the trophy."
4924,N18067,football,The signs say Brady's run nearing the end,"FOR WHAT IT'S WORTH: ? Is this the end of the ride for Tom Brady with the Patriots? It's starting to feel like it. He's already on the bad side of 40. His house in suburban Boston reportedly is for sale. His contract automatically becomes void on the last day of the 2019 league year, making him a free agent. In short, the clues are there. Then again, a big part of Brady's game always has been ..."
4925,N60170,fighting,Report: UFC legend Randy Couture hospitalized after heart attack,"Couture, 56, walked himself to a local hospital following a workout at Jay Glazer's Unbreakable MMA gym in Los Angeles after recognizing that something was off."
4926,N15177,football,Case Keenum might still start if he clears protocol,"Washington rookie Dwayne Haskins has practiced all week with the starters, but that doesn't mean he's starting this week against the Bills. Via Kareem Copeland of the Washington Post, interim coach Bill Callahan said that veteran quarterback Case Keenum didn't need to practice this week to return to the starting job. Keenum remains in the [more]"
4927,N60880,baseball,"Hinch: ""I'll have to live with"" bullpen decision in Game 7","HOUSTON (AP)   Astros manager AJ Hinch had options. There was Zack Greinke, a veteran ace showing his first signs of fatigue. Out in the bullpen, Gerrit Cole was watching. And of course, Will Harris was warming. What came next, Hinch will contemplate for years. ""It's a decision I'll have to live with,"" he said. After Greinke allowed a homer to Anthony Rendon and walked Juan Soto, Hinch handed a 2-1 lead to Harris in the seventh inning of World..."
4928,N54954,misc,Albemarle police searching for 'armed and dangerous' attempted murder suspect,
4929,N34849,football,Rob Gronkowski Must Return By This Date To Play In 2019 NFL Season,The next seven weeks will be pivotal to Rob Gronkowski's football future. The former New England Patriots tight end must return to the the Patriots by Dec. in order to
4930,N30350,football,Did your NFL team mess up by not drafting Lamar Jackson?,Looking back at the 2018 NFL Draft to see who skipped over Jackson   and who's paying for it.
4931,N50932,fighting,Conor McGregor explains why he believes Khabib Nurmagomedov will beat Tony Ferguson,"Conor McGregor weighs in on the potential fight between reigning UFC lightweight champion Khabib Nurmagomedov and his expected next opponent, Tony Ferguson."
4932,N32040,misc,Teen Who Helped Girls Get Into Boy Scouts Says Organization Is Now Keeping Highest Honor From Her,"Before a review board, Sydney Ireland made her case for why she deserves to be an Eagle Scout. ""The Eagle Board of Review is the culmination of many years of work for everybody,"" Ireland said."
